锘夸氦鏄撴椂闂�,鍏紬璐﹀彿ID,鍟嗘埛鍙�,鐗圭害鍟嗘埛鍙�,璁惧鍙�,寰俊璁㈠崟鍙�,鍟嗘埛璁㈠崟鍙�,鐢ㄦ埛鏍囪瘑,浜ゆ槗绫诲瀷,浜ゆ槗鐘舵€�,浠樻閾惰,璐у竵绉嶇被,搴旂粨璁㈠崟閲戦,浠ｉ噾鍒搁噾棰�,寰俊閫€娆惧崟鍙�,鍟嗘埛閫€娆惧崟鍙�,閫€娆鹃噾棰�,鍏呭€煎埜閫€娆鹃噾棰�,閫€娆剧被鍨�,閫€娆剧姸鎬�,鍟嗗搧鍚嶇О,鍟嗘埛鏁版嵁鍖�,鎵嬬画璐�,璐圭巼,璁㈠崟閲戦,鐢宠閫€娆鹃噾棰�,璐圭巼澶囨敞
`2019-08-17 13:42:15,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000341201908177635656549,`ip201908171338594652,`ob4A101t0mbyF6MHwUPg59CCeyT4,`JSAPI,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`闈欐€佷細鍛�1涓湀,`ip201908171338594652__test__ob4A101t0mbyF6MHwUPg59CCeyT4,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-17 15:00:45,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000339201908175585588085,`6602522637410497286166871,`ob4A107LcA5YbNTGQHxtSAiU9mXA,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`a3f1abd226d6cdf0608b84ed36f75a03,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-17 17:01:52,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000351201908172302809077,`6603249486605501441476127,`ob4A105czJFu2tbsQKdiAQDhwygE,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`5d915440440c305a3c364c52786eb075,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-18 12:06:27,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000339201908187387821367,`6610117310881710086689866,`ob4A101LgJAjs9WAWxpTrWbz4VHI,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`fd75c28ce77b4a11b8628348688eb4d7,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-18 13:35:07,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000341201908186840731981,`6610649989301395201323082,`ob4A101U2MRYOSqZO-WOnKRG5tGg,`NATIVE,`SUCCESS,`CFT,`CNY,`20.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`42c2fdc6c3f018d0c09f02fa3e4df274,`0.20000,`1.00%,`20.00,`0.00,`
`2019-08-18 08:55:50,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000353201908184316863546,`6608970201626109449070631,`ob4A1007R3vr--p5gV1rgWOIUjjM,`NATIVE,`SUCCESS,`CFT,`CNY,`48.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`e6abec6e89a966f50d78f56158bcb617,`0.48000,`1.00%,`48.00,`0.00,`
`2019-08-18 13:57:07,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000354201908186732042884,`6610781548304701441952884,`ob4A106ul6mBBxjggqJaV_N7Jg40,`NATIVE,`SUCCESS,`BOC_DEBIT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`5f812fa8d4819ded0a2c07c745865985,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-18 12:59:00,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000354201908189005181302,`6610433082605505283960835,`ob4A104MTaZcSS8RXqP_AZe1HnH8,`NATIVE,`SUCCESS,`CMB_DEBIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`9e544c2c884b5288eb62476b5be4d500,`0.03000,`1.00%,`3.00,`0.00,`
`2019-08-19 16:44:52,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000345201908195368388096,`6620423352309203202436202,`ob4A10-tuSF4oPJyTwm7lmd0_e2g,`NATIVE,`SUCCESS,`CFT,`CNY,`10.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`3beb4bc111a0aa0a03dda0ba7efd346f,`0.10000,`1.00%,`10.00,`0.00,`
`2019-08-19 09:15:48,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000350201908197501843249,`6617718780372691205076484,`ob4A108T7mILm0LvYflBqaLTGmt8,`NATIVE,`SUCCESS,`GDB_DEBIT,`CNY,`48.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`fbca57d3ff0920150442b3cd09450b6e,`0.48000,`1.00%,`48.00,`0.00,`
`2019-08-19 12:41:52,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000353201908192614240318,`6618970294236707843097449,`ob4A104e950GXSWzrgrIINFsiJXg,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`30b40aea597b3e5c35a7bd6b7baac728,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-19 17:23:17,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000353201908195920102850,`6620658060336803848290457,`ob4A1068vaH9n3SAHRxa2H-H0lNU,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`5c2e9983b8e39a91812a9f56a93143fe,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-21 11:23:49,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000345201908213186741168,`6635780596440696321410539,`ob4A103m0M0kNcSpvCBKCSztRqr0,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`6f3005b1fc32d3132970e07cf9550f05,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-21 12:45:56,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000353201908212456545324,`6636274906572604169716544,`ob4A105hyIyo0fY8Ic7zu5aSUXFE,`NATIVE,`SUCCESS,`LQT,`CNY,`5.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`ad0539f233730418aba9d96882e40f96,`0.05000,`1.00%,`5.00,`0.00,`
`2019-08-21 14:50:25,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000354201908218490113735,`6637021814242291204377760,`ob4A105hyIyo0fY8Ic7zu5aSUXFE,`NATIVE,`SUCCESS,`LQT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`3998f0ba1c67b1a2b58f73aa71ecba9d,`0.03000,`1.00%,`3.00,`0.00,`
`2019-08-22 11:51:10,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000341201908223448638443,`6644585615388989442376251,`ob4A109zXwcaRQGaZhEsaPXT1PQE,`NATIVE,`SUCCESS,`LQT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`602d603329c19d8846232ddbf4fa15da,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-22 10:22:30,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000342201908223822466341,`6644051025388908806684585,`ob4A10xPzgyV9MyR3S8b3kJKl1Ow,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`0fd9fa7737853887386981439658ba28,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-22 01:47:15,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000343201908222660223183,`6640961161603093761242022,`ob4A1055j5UIdoW0yH_9UPUU4DWc,`NATIVE,`SUCCESS,`CFT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`c35271a00d1e6551c8908a22a58b215a,`0.03000,`1.00%,`3.00,`0.00,`
`2019-08-22 11:37:25,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000344201908229243803649,`6644503519639706886956491,`ob4A10_bAZwN72C-6yKxJI8YlGmU,`NATIVE,`SUCCESS,`CFT,`CNY,`10.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`73da0631b011ff80c73c64399bdad325,`0.10000,`1.00%,`10.00,`0.00,`
`2019-08-22 14:25:46,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000345201908220502031995,`6645513376273894406060804,`ob4A103MctTbZ4guPzvLtkwdq39c,`NATIVE,`SUCCESS,`CFT,`CNY,`10.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`0f1a26270b9e7392192903f8ec8a7ca3,`0.10000,`1.00%,`10.00,`0.00,`
`2019-08-22 10:05:52,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000347201908222375003406,`6643953810255909122290111,`ob4A101mmLKCpZJgXY9F56bgFTzQ,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`48.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`df44dbb3d7f7535f454599e5c3d27856,`0.48000,`1.00%,`48.00,`0.00,`
`2019-08-22 08:00:49,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000347201908228671855092,`6643203215438199044745423,`ob4A10w0hjBKcRFHdQMNpVJdvepo,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`c1bb2f473d5c458940f6403fedd99698,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-23 17:23:08,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000342201908230618653593,`6655216579834103044171037,`ob4A10x7V7JqXxPpmt3HbCUYXULs,`NATIVE,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`a41f09fd2ccb9aaa762c464eac41314b,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-23 16:31:15,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000342201908230636344522,`6654904309487104008744071,`ob4A10x7V7JqXxPpmt3HbCUYXULs,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`22b1572ec6fb7fa735b5f5ca92c8d438,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-23 15:56:00,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000342201908233099809349,`6654683971415304968558866,`ob4A10wfqdKqGbPaEdv3rlzkxML8,`NATIVE,`SUCCESS,`BOC_DEBIT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`7635e31b2ab601ead9d3d8df150072e7,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-23 17:39:38,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000344201908239376509832,`6655316396657610246700199,`ob4A10x7V7JqXxPpmt3HbCUYXULs,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`46028f60d43c80bd96291cd02e41ac02,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-23 16:14:16,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000348201908230865427853,`6654804617346501128885675,`ob4A109rCaZTEA6U4pKt48uDdq8g,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`95bab9f2bf6f3aadb688bcc26d1787d6,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-23 09:57:50,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000352201908237617453555,`6652545763008499208367534,`ob4A10zei_C0K5ZgEU78DeYlEZxU,`NATIVE,`SUCCESS,`CMB_CREDIT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`1f53212a7260fe5986fb7d5a6cde80fc,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-23 09:57:50,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000355201908238757602429,`6652545548724198403456334,`ob4A102UahviDc9iWijgv5Lky4Zw,`NATIVE,`SUCCESS,`CFT,`CNY,`48.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`bf9255fe5c9290efd7fada34c6231e94,`0.48000,`1.00%,`48.00,`0.00,`
`2019-08-23 17:05:09,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000355201908238941312868,`6655109961613201928167367,`ob4A109rCaZTEA6U4pKt48uDdq8g,`NATIVE,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`231ebec5cbf2bd8fc46357a9e64106e7,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-23 18:39:27,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000357201908230542122748,`6655675140509510401448343,`ob4A101_ZCcHla7TVusWOBkb4EP8,`NATIVE,`SUCCESS,`CFT,`CNY,`48.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`9d65d5858c268202c44262682995251c,`0.48000,`1.00%,`48.00,`0.00,`
`2019-08-24 21:11:40,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000339201908240839496514,`ip201908242108062531,`ob4A106trfX7qUZxOZFpCvpFxXGI,`JSAPI,`SUCCESS,`CFT,`CNY,`20.00,`0.00,`0,`0,`0.00,`0.00,`,`,`鐙韩浼氬憳1澶�,`ip201908242108062531__test__ob4A106trfX7qUZxOZFpCvpFxXGI,`0.20000,`1.00%,`20.00,`0.00,`
`2019-08-24 12:16:02,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000345201908242661822056,`6662014690105390087013645,`ob4A106g_RpQhWW7VlKtbVdS20bo,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`283068d8be90cc82ffb01591bef67297,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-24 17:33:21,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000345201908248933146928,`6663909508947110409320966,`ob4A10_j553Af3cFcORDaLcfEIpo,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`5e5f33debd8af1ccb9465171a1b3eef5,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-24 17:14:46,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000348201908241580296895,`6663806817297911043533301,`ob4A101g2o_xd47by0ba9m1mns58,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`dc69fd9acdbeba37d811c2fecc605bec,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-24 14:10:08,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000352201908245791902111,`6662699460016107524855604,`ob4A109rCaZTEA6U4pKt48uDdq8g,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`200a04aa9166aeca81f91a939969584a,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-24 12:20:27,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000358201908245339961804,`6662041618084692483146125,`ob4A106g_RpQhWW7VlKtbVdS20bo,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`06f84f0e541b2ada6730b552de008985,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-25 10:34:49,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000357201908257359763729,`6670047991916107524484120,`ob4A10wfqdKqGbPaEdv3rlzkxML8,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`e4587c9ba429edf3ec29af72527000e5,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-25 08:01:27,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000347201908259110615990,`6669126285025191688722465,`ob4A10w0hjBKcRFHdQMNpVJdvepo,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`e3922dd549a8bd3db6242e64dcba3986,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-26 08:09:39,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000346201908267451374985,`6677816959996509445599094,`ob4A1017VkYNBqsyp4qt2C02KzC8,`NATIVE,`SUCCESS,`LQT,`CNY,`10.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`968a52b681b2a65c793e482ba2497b33,`0.10000,`1.00%,`10.00,`0.00,`
`2019-08-26 10:17:49,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000356201908267342779971,`6678575559140395526900011,`ob4A109rCaZTEA6U4pKt48uDdq8g,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`88209da1e2fa5310ac816b692fa63d52,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-26 16:09:34,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000347201908269305754176,`6680695275172400642081375,`ob4A10_aabxq0qBkuqr0xbIXEjI4,`NATIVE,`SUCCESS,`CFT,`CNY,`10.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`11c1171cf077d0f84a6a59aba3f16ca3,`0.10000,`1.00%,`10.00,`0.00,`
`2019-08-26 12:12:48,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000351201908266022444501,`6679274940477395206127519,`ob4A103OuEglwQTPNl2W5IBxagUQ,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`36ee9a2c0eea06fbed06fcaabde72621,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-26 17:12:15,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000348201908264985872623,`6681072325003004164838666,`ob4A10_XxR0Tt8xFEECMq0mlPAvE,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`6861945fd6e9324d5d462c1536a30f23,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-27 18:32:48,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000342201908277555594100,`6690195601811098882987120,`ob4A10xfXrUsHLBko4GTnra7Y2bI,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`696807714672e1412067eb73d49ae050,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-27 08:41:44,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000343201908270009647110,`6686648584417009925488455,`ob4A10wWzkxlQmeT6ypKrcXo-mwY,`NATIVE,`SUCCESS,`CFT,`CNY,`10.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`200e294b9e886b499ea964025fdc7519,`0.10000,`1.00%,`10.00,`0.00,`
`2019-08-27 21:03:39,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000347201908277339854829,`6691099867203902724941655,`ob4A10wLo9XUn4H4Vo2CDjoZoRF4,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`510bc1af4fd48c53508b782bbc044caf,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-27 17:31:00,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000353201908271332015901,`6689824797342396167002722,`ob4A107Dwvn3yRyHABBy2shATz-s,`NATIVE,`SUCCESS,`CFT,`CNY,`5.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`47bc7a291e3b6c38054e3f0648d2f834,`0.05000,`1.00%,`5.00,`0.00,`
`2019-08-28 23:47:08,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000342201908289139866779,`6700719214685392645564764,`ob4A106_kqNgKWqaiS4mwqwtO5U8,`NATIVE,`SUCCESS,`LQT,`CNY,`5.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`b38ebf0b814af53b364cb24d77efeef1,`0.05000,`1.00%,`5.00,`0.00,`
`2019-08-28 11:58:03,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000351201908283430160676,`6696466891893410562050473,`ob4A106_kqNgKWqaiS4mwqwtO5U8,`NATIVE,`SUCCESS,`LQT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`164609f499aab9afbaa311c8a101f8bc,`0.03000,`1.00%,`3.00,`0.00,`
`2019-08-28 09:19:02,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000351201908284328594234,`6695513175390506248939261,`ob4A108T7mILm0LvYflBqaLTGmt8,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`fe255c6a162839cb1322efde9b5c1fe9,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-28 13:49:03,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000342201908283021336434,`6697132692443299846322430,`ob4A106_kqNgKWqaiS4mwqwtO5U8,`NATIVE,`SUCCESS,`LQT,`CNY,`16.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`b5c142130af39215c4a8c9e328e5aca4,`0.16000,`1.00%,`16.00,`0.00,`
`2019-08-28 16:38:37,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000356201908280254302966,`6698150286504006402245606,`ob4A100ey3m5S9S8WBgezmHLXljs,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`4d40572d72f42d27ba743df8cf00cee8,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-28 11:47:52,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000347201908289471200509,`6696405807350707206597103,`ob4A106_kqNgKWqaiS4mwqwtO5U8,`NATIVE,`SUCCESS,`LQT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`97368365c165dd8b266462ed83eda994,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-29 11:29:05,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000339201908297846010498,`6704933237960290565560261,`ob4A103A6pYQyL53Xyc-Ca9Di7QM,`NATIVE,`SUCCESS,`CFT,`CNY,`5.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`651d70a1caafd616eac6391c2cfe16bc,`0.05000,`1.00%,`5.00,`0.00,`
`2019-08-29 16:39:48,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000343201908298461614589,`6706796030241299208911507,`ob4A108DjdjkCmIh5gRRGNNzkrac,`NATIVE,`SUCCESS,`CFT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`d59f60cd85e5c5efe16198c0f2df5d0e,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-29 14:05:07,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000344201908292827393034,`zl201908291401159820,`ob4A1012NkR3M2X_Wm4ivVc8sodo,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`40.00,`0.00,`0,`0,`0.00,`0.00,`,`,`鍔ㄦ€佷細鍛�1鍛�,`zl201908291401159820__test__ob4A1012NkR3M2X_Wm4ivVc8sodo,`0.40000,`1.00%,`40.00,`0.00,`
`2019-08-29 17:57:46,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000346201908299376347006,`6707264487804007687611834,`ob4A10y4wrkt4clFyn_EFJlbKlv4,`NATIVE,`SUCCESS,`LQT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`c46e2b6f17b345e7b16225a615605117,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-29 06:17:17,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000348201908296755341837,`6703061880333591044316842,`ob4A10xHf_1m4EsMUQVrI6Q4NMBk,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`9b31d0ab3d44ef6cd183d5776bbe7e9f,`0.30000,`1.00%,`30.00,`0.00,`
`2019-08-29 10:53:40,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000349201908295091149615,`6704720334391594241133778,`ob4A10zRwwD1jJqO3m5vd8Sd-RB0,`NATIVE,`SUCCESS,`PAB_DEBIT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`e74f930a45ef18e5ca25b1c1a69fda87,`0.01000,`1.00%,`1.00,`0.00,`
`2019-08-29 12:04:12,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000350201908290601968636,`6705144218362808321297516,`ob4A103A6pYQyL53Xyc-Ca9Di7QM,`NATIVE,`SUCCESS,`CFT,`CNY,`5.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`1630162ed640d2a4defbae3250d3e1f7,`0.05000,`1.00%,`5.00,`0.00,`
`2019-08-29 23:18:12,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000355201908294740809116,`6709187754668188161418475,`ob4A106_kqNgKWqaiS4mwqwtO5U8,`NATIVE,`SUCCESS,`LQT,`CNY,`36.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`793726efd0f60ee78feba3cc80b30c43,`0.36000,`1.00%,`36.00,`0.00,`
`2019-08-30 15:51:29,`wxacbf2cb4b15d0783,`1492995352,`0,`,`4200000357201908306278844544,`6715147881328296967713586,`ob4A10xsFJ9a__r1EcJN7mM2yCgU,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1.00,`0.00,`0,`0,`0.00,`0.00,`,`,`绉垎鍏呭€兼敮浠�,`5356de60f5527b7b73fe09f120135303,`0.01000,`1.00%,`1.00,`0.00,`
